TotalPurchases,TotalSpent,MembershipLevel,LastPurchaseDate,Churn,FavoriteCategory,Customer ID
24,12638.4647372472,Platinum,2023-03-31,1.0,Beauty,12413
16,7368.376108150198,Gold,2023-12-26,0.0,Electronics,10260
45,5940.118287531425,Gold,2023-12-15,0.0,Clothing,10758
59,347.4074438939797,Bronze,2023-09-17,1.0,Grocery,11053
85,10602.96711505003,Platinum,2023-03-09,1.0,Grocery,13146
99,1431.3748667135171,Silver,2023-05-19,1.0,Office Products,18502
67,4568.582497194739,Silver,2023-06-10,1.0,Clothing,11240
60,8567.672238096995,Gold,2023-12-25,0.0,Beauty,17100
48,5449.272933336668,Gold,2023-07-16,1.0,Home and Kitchen,15136
22,6711.269345538818,Gold,2023-06-06,1.0,Home and Kitchen,13499
98,5515.940617462896,Gold,2023-11-23,0.0,Home and Kitchen,14377
13,12740.11639531161,Platinum,2023-12-28,0.0,Clothing,15775
62,7996.705366322014,Gold,2023-11-11,0.0,Electronics,19342
66,12481.716664110274,Platinum,2023-12-26,0.0,Health & Personal Care,14216
85,10681.148039294261,Platinum,2023-12-14,0.0,Clothing,14725
46,10721.826056709264,Platinum,2023-03-30,1.0,Beauty,14439
38,8482.43027408088,Gold,2023-12-30,0.0,Electronics,18460
35,3192.981127117284,Silver,2023-12-20,0.0,Electronics,17916
4,4001.52644608184,Silver,2023-07-07,,Electronics,13103
53,2609.843420045488,Silver,2023-08-07,1.0,Office Products,11015
24,3887.305949857031,Silver,2023-03-11,1.0,Furniture,17651
30,3263.210889429971,Silver,2023-01-11,1.0,Health & Personal Care,17428
46,9192.87492586351,Gold,2023-11-15,0.0,Clothing,15770
8,7021.511296961485,Gold,2023-02-27,1.0,Electronics,15282
34,12968.88301506398,Platinum,2023-12-23,,Office Products,11595
58,1102.4395247985344,Silver,2023-10-03,0.0,Furniture,18236
63,4155.037893982543,Silver,2023-12-12,0.0,Home and Kitchen,14751
18,1626.0866173714676,Silver,2023-10-30,0.0,Home and Kitchen,19435
39,7486.370048515729,Gold,2023-01-12,1.0,Home and Kitchen,15284
49,10541.075287927797,Platinum,2023-11-18,0.0,Furniture,11697
68,3308.44752202721,Silver,2023-11-24,0.0,Furniture,15124
76,7354.065603196134,Gold,2023-03-23,1.0,Pet Supplies,12353
9,13274.932152465382,Platinum,2023-10-31,0.0,Beauty,16393
88,3971.4901083591903,Silver,2023-08-18,1.0,Grocery,11837
65,9062.472064997577,Gold,2023-11-10,0.0,Pet Supplies,11462
30,9734.358351617053,Gold,2023-11-29,0.0,Health & Personal Care,13940
78,4155.930538476284,Silver,2023-08-29,1.0,Clothing,19808
103,13167.944735022023,Platinum,2023-11-12,0.0,Office Products,14391
43,5381.240509796963,Gold,,0.0,Beauty,12351
51,11745.112897137695,Platinum,2023-05-22,,Home and Kitchen,10858
1,2937.7611114451597,Silver,2023-10-16,0.0,Health & Personal Care,14227
89,2366.2882402909304,Silver,2023-07-09,1.0,Furniture,14488
79,6127.89689071044,Gold,2023-12-28,0.0,Office Products,18097
53,11017.406284266077,Platinum,2023-12-06,0.0,Electronics,16809
84,12337.979821760082,Platinum,2023-11-13,0.0,Health & Personal Care,18999
37,8593.64355283789,Gold,2023-12-11,0.0,Sports and Outdoors,13381
24,413.64908814957556,Bronze,2023-04-15,1.0,Sports and Outdoors,17236
77,9527.200038216168,Gold,2023-11-15,0.0,Pet Supplies,18280
16,7592.492281483954,Gold,,,Beauty,12145
48,2751.9553748070066,Silver,2023-08-09,1.0,Office Products,18140
32,5824.552392296002,Gold,2023-03-22,1.0,Furniture,15191
6,838.7816522051722,Bronze,2023-10-08,0.0,Clothing,13802
81,6911.088520540312,Gold,,0.0,Electronics,16869
40,6856.604139401658,Gold,2023-11-16,0.0,Clothing,15784
55,10301.006157764767,Platinum,2023-12-29,0.0,Home and Kitchen,19846
18,12917.363158472945,Platinum,2023-04-21,1.0,Office Products,15769
48,7750.951000296404,Gold,2023-11-27,0.0,Electronics,14115
62,2714.04542127455,Silver,2023-09-30,1.0,Furniture,19419
29,13283.602526244316,Platinum,,0.0,Sports and Outdoors,15286
60,1884.6982663615747,Silver,2023-12-06,0.0,Health & Personal Care,15343
15,9232.698242766173,Gold,2023-12-12,0.0,Furniture,14508
89,7879.46164270679,Gold,2023-01-08,1.0,Home and Kitchen,14056
41,6237.093435516313,Gold,2023-12-21,0.0,Office Products,12925
41,9452.812569039885,Gold,2023-12-08,0.0,Grocery,10367
79,8269.6174758531,Gold,2023-08-23,1.0,Pet Supplies,18126
100,7701.461250048672,Gold,2023-12-17,0.0,Pet Supplies,10123
89,1471.6732457975559,Silver,2023-05-11,1.0,Clothing,11508
51,9843.169977206884,Gold,2023-11-16,0.0,Home and Kitchen,10043
13,4594.903971639913,Silver,2023-12-31,0.0,Beauty,15330
43,6461.929506170133,Gold,2023-03-24,1.0,Furniture,17574
104,5904.465815645878,Gold,2023-12-24,0.0,Office Products,16991
78,8374.187650635264,Gold,2023-12-29,0.0,Office Products,19645
82,5187.984842886712,Gold,2023-11-05,0.0,Beauty,17244
77,2204.9132890969136,Silver,,,Home and Kitchen,18895
16,252.31485423106398,Bronze,2023-12-28,0.0,Sports and Outdoors,15291
76,9934.345030564802,Gold,2023-11-23,0.0,Health & Personal Care,10190
29,2880.5786916153033,Silver,,1.0,Grocery,15204
39,5967.112975824468,Gold,2023-12-29,0.0,Electronics,16476
80,5109.337069787279,Gold,2023-12-11,0.0,Electronics,10056
103,7839.735364752321,Gold,2023-05-11,1.0,Office Products,19828
47,10967.27594267283,Platinum,2023-11-15,0.0,Electronics,14860
68,4534.819531367131,Silver,2023-12-03,0.0,Furniture,18703
30,2662.221370924852,Silver,2023-06-26,1.0,Pet Supplies,19217
90,4843.6268954471225,Silver,2023-05-26,1.0,Clothing,18478
77,12941.22873766849,Platinum,2023-04-29,1.0,Beauty,11952
29,11034.946561011653,Platinum,2023-11-13,0.0,Furniture,17598
39,12512.918227768863,Platinum,2023-11-20,0.0,Electronics,17381
20,1538.6528899179536,Silver,2023-01-03,1.0,Office Products,18659
51,11146.915154779032,Platinum,2023-11-14,0.0,Office Products,15099
89,10654.195126361634,Platinum,2023-08-14,1.0,Clothing,17181
77,9233.63100572853,Gold,2023-09-11,1.0,Grocery,10956
60,8190.837065050968,Gold,2023-12-06,0.0,Beauty,17472
50,820.5518701804996,Bronze,2023-03-22,,Grocery,16071
39,3162.247094513615,Silver,2023-07-28,1.0,Pet Supplies,13223
3,12628.492715248105,Platinum,2023-12-05,0.0,Grocery,10253
18,2839.0537589762484,Silver,2023-05-20,1.0,Grocery,19312
93,7594.821069639142,Gold,2023-11-13,0.0,Clothing,11183
94,7582.975257237794,Gold,2023-11-28,0.0,Electronics,18139
103,9828.486105599457,Gold,2023-09-14,1.0,Beauty,12557
54,1599.7055515654731,Silver,2023-10-08,0.0,Pet Supplies,18367
63,8331.342457046698,Gold,2023-12-24,0.0,Electronics,17986
75,9382.741828846234,Gold,2023-12-09,0.0,Health & Personal Care,12867
49,7411.8461131165695,Gold,2023-11-27,0.0,Beauty,17309
39,1570.1270282980254,Silver,2023-02-03,1.0,Electronics,10857
25,7092.818900819123,Gold,2023-11-20,0.0,Clothing,17251
5,12889.03399026798,Platinum,2023-12-29,0.0,Clothing,14752
99,4873.489360529366,Silver,2023-12-18,0.0,Beauty,18136
78,10858.534440237016,Platinum,2023-11-05,0.0,Health & Personal Care,15537
60,12114.024208433204,Platinum,2023-11-21,,Beauty,16573
73,11421.08066914251,Platinum,2023-11-25,0.0,Beauty,13414
86,4735.973129854406,Silver,2023-07-24,1.0,Pet Supplies,12660
64,1724.8598646351202,Silver,2023-06-05,1.0,Home and Kitchen,13412
60,7020.0427110141745,Gold,,1.0,Health & Personal Care,17843
10,1002.2104302772799,Silver,2023-05-29,1.0,Beauty,12859
46,10885.693322510313,Platinum,2023-11-29,0.0,Pet Supplies,11916
75,8563.932827595307,Gold,2023-12-08,0.0,Home and Kitchen,15475
78,12318.095467781854,Platinum,2023-12-28,0.0,Pet Supplies,19509
10,5586.271989045288,Gold,2023-10-19,0.0,Sports and Outdoors,14524
90,8804.57685336622,Gold,2023-12-08,0.0,Office Products,17036
76,5900.374830521843,Gold,2023-11-02,0.0,Pet Supplies,19796
73,4142.764347893612,Silver,2023-10-01,0.0,Pet Supplies,11765
97,8270.192221953426,Gold,2023-12-03,0.0,Sports and Outdoors,13222
13,10805.995288036414,Platinum,2023-11-15,0.0,Grocery,15423
38,9557.317988018083,Gold,2023-11-03,0.0,Beauty,10202
50,2724.8354665151023,Silver,2023-01-11,1.0,Pet Supplies,12518
52,2085.491120294172,Silver,2023-03-29,,Home and Kitchen,11198
64,11478.56854760444,Platinum,2023-11-03,0.0,Home and Kitchen,14102
4,6561.618376119521,Gold,2023-02-12,1.0,Electronics,11474
82,5265.497167665335,Gold,2023-12-01,0.0,Office Products,18012
93,3120.7899884691374,Silver,2023-12-23,0.0,Health & Personal Care,18566
44,12362.182742811121,Platinum,2023-11-16,0.0,Furniture,15823
49,12608.113900993947,Platinum,2023-12-10,0.0,Pet Supplies,13563
31,1202.9376477094206,Silver,2023-01-21,1.0,Beauty,19871
14,6000.237945020183,Gold,2023-12-19,0.0,Home and Kitchen,17243
2,4487.514507671474,Silver,2023-12-08,0.0,Office Products,14626
35,3832.7428168311494,Silver,2023-01-09,1.0,Clothing,13912
101,5810.75162982625,Gold,2023-12-07,0.0,Beauty,19952
69,1751.6298193053206,Silver,2023-05-16,1.0,Health & Personal Care,11377
56,11500.725134412636,Platinum,2023-11-27,0.0,Pet Supplies,10947
38,2863.417878260447,Silver,2023-03-02,1.0,Pet Supplies,15628
19,7756.303189427599,Gold,2023-12-17,0.0,Pet Supplies,18038
72,7059.795976271976,Gold,2023-04-28,1.0,Furniture,13100
12,654.3031285423622,Bronze,2023-10-03,0.0,Furniture,12679
64,1277.9040822086952,Silver,2023-10-08,0.0,Pet Supplies,19384
94,8179.373787080609,Gold,2023-12-27,0.0,Clothing,11676
94,5344.716388330115,Gold,2023-11-22,0.0,Office Products,11913
75,8904.727305066988,Gold,2023-12-24,0.0,Office Products,18720
29,1756.4353876010848,Silver,2023-05-10,1.0,Office Products,17302
94,7394.226537174484,Gold,2023-03-20,1.0,Health & Personal Care,19643
40,5920.372850048136,Gold,2023-03-13,1.0,Office Products,13630
33,4036.6871007367076,Silver,2023-06-28,1.0,Clothing,16974
84,898.0963058629711,Bronze,2023-02-05,1.0,Office Products,18222
86,5200.217926495659,Gold,2023-11-09,0.0,Health & Personal Care,11019
21,3170.762883840308,Silver,2023-05-04,1.0,Office Products,18198
85,4735.6255108755695,Silver,,1.0,Health & Personal Care,12079
60,6003.116230768745,Gold,2023-12-27,0.0,Office Products,11876
17,3600.7498877819185,Silver,2023-09-05,1.0,Pet Supplies,12030
77,10534.178146747232,Platinum,2023-11-18,0.0,Grocery,13447
77,12123.693291873764,Platinum,2023-12-19,0.0,Electronics,12243
46,12687.263761285394,Platinum,2023-11-28,0.0,Furniture,13703
13,7353.615800319207,Gold,,0.0,Clothing,16934
101,9507.154093681896,Gold,2023-11-10,0.0,Office Products,13845
46,9820.406463908825,Gold,2023-11-09,0.0,Clothing,14381
27,6866.270024794603,Gold,2023-12-17,0.0,Furniture,19525
52,9914.225525505659,Gold,2023-03-03,1.0,Beauty,10775
20,6324.36752220383,Gold,2023-12-14,0.0,Furniture,19409
86,8633.319787158585,Gold,2023-12-26,0.0,Sports and Outdoors,13988
76,893.9444807585244,Bronze,2023-07-08,1.0,Health & Personal Care,14016
49,5329.271704716313,Gold,,0.0,Health & Personal Care,19669
39,12226.677820622337,Platinum,2023-02-18,1.0,Furniture,14154
88,3938.328378453509,Silver,2023-05-29,1.0,Electronics,14642
11,8595.637036681623,Gold,2023-11-12,0.0,Electronics,19985
26,4023.036681344211,Silver,2023-06-27,1.0,Office Products,13574
51,2707.381518874915,Silver,2023-12-04,0.0,Furniture,11382
76,10943.819895468603,Platinum,2023-11-06,0.0,Home and Kitchen,11001
73,12433.279902609926,Platinum,2023-11-14,0.0,Home and Kitchen,18716
56,8223.633982181254,Gold,2023-11-23,0.0,Health & Personal Care,13289
34,12199.192938210206,Platinum,2023-11-04,0.0,Office Products,16298
21,10670.99474547024,Platinum,2023-04-22,1.0,Office Products,18980
61,6174.962141120177,Gold,2023-11-26,,Beauty,17701
92,10078.272336810473,Platinum,2023-01-02,,Home and Kitchen,14833
87,10615.73360707145,Platinum,2023-11-10,0.0,Office Products,12422
92,7733.208555040013,Gold,2023-11-07,0.0,Beauty,17837
2,7336.804624748508,Gold,2023-12-21,0.0,Furniture,19479
16,4271.496280151362,Silver,2023-06-10,1.0,Furniture,12748
66,2358.436151434734,Silver,,1.0,Office Products,18146
104,5891.272521325499,Gold,2023-11-10,0.0,Beauty,18172
53,4804.23726036015,Silver,2023-04-17,1.0,Beauty,13089
72,1517.2159373533348,Silver,,0.0,Pet Supplies,16530
36,538.8865681532453,Bronze,2023-02-17,1.0,Furniture,13406
22,6432.899285393137,Gold,2023-03-23,1.0,Health & Personal Care,14574
2,105.24290924456642,Bronze,,0.0,Health & Personal Care,12408
50,11985.909611718205,Platinum,2023-11-24,0.0,Sports and Outdoors,17901
89,6298.703454143784,Gold,2023-12-21,0.0,Home and Kitchen,15744
66,9931.778495360113,Gold,2023-12-23,0.0,Grocery,16597
34,9774.070528660137,Gold,2023-11-02,0.0,Clothing,17288
95,6971.1608353979655,Gold,2023-03-04,1.0,Pet Supplies,12508
81,772.5519856012041,Bronze,2023-09-18,1.0,Electronics,10069
104,7821.352568605582,Gold,2023-11-02,0.0,Electronics,18291
3,5587.625014494888,Gold,2023-03-12,1.0,Clothing,14709
87,6371.679578045134,Gold,2023-11-09,0.0,Office Products,17891
73,12389.6854582957,Platinum,2023-11-26,0.0,Health & Personal Care,18607
13,6874.432221569136,Gold,2023-11-10,0.0,Clothing,10118
5,6876.79564246051,Gold,2023-12-08,0.0,Electronics,13902
104,7934.672205084651,Gold,2023-12-18,0.0,Beauty,16196
52,984.3961562309613,Bronze,2023-03-15,1.0,Grocery,11738
20,10548.244340328005,Platinum,2023-03-22,1.0,Beauty,11124
59,12692.011058279204,Platinum,2023-11-21,0.0,Sports and Outdoors,16461
104,2088.168921011982,Silver,2023-02-04,1.0,Beauty,13011
61,1825.9409969639964,Silver,2023-01-28,1.0,Home and Kitchen,11363
46,5246.5485013724865,Gold,2023-12-23,0.0,Office Products,13041
10,1432.4059835515443,Silver,2023-11-06,0.0,Clothing,17320
76,5486.454098017192,Gold,2023-12-01,0.0,Furniture,17509
16,1169.4754678203883,Silver,2023-05-16,1.0,Home and Kitchen,12536
74,2798.9548398626,Silver,2023-04-06,1.0,Grocery,11119
39,3268.7504990511525,Silver,2023-12-30,0.0,Beauty,10832
100,3293.8185816695936,Silver,2023-10-18,0.0,Office Products,16448
44,9266.011624407618,Gold,2023-11-23,,Grocery,16645
9,3988.822233643962,Silver,2023-01-22,1.0,Pet Supplies,11937
5,2390.8746893016346,Silver,2023-09-25,1.0,Pet Supplies,12455
67,4886.832676235289,Silver,2023-03-05,1.0,Electronics,14092
23,6013.132050717742,Gold,2023-12-04,0.0,Electronics,17641
87,3677.3352604693705,Silver,2023-04-10,1.0,Health & Personal Care,14985
49,11075.5486795158,Platinum,2023-11-01,0.0,Sports and Outdoors,17773
34,8427.079655805932,Gold,2023-12-10,0.0,Office Products,14530
18,1789.642195936669,Silver,2023-11-19,0.0,Grocery,16100
5,4882.064869324969,Silver,2023-07-09,1.0,Electronics,15929
87,7192.232487999514,Gold,2023-11-08,0.0,Pet Supplies,11886
16,6819.560269834198,Gold,2023-12-30,0.0,Health & Personal Care,18006
92,866.7862285685612,Bronze,2023-01-21,1.0,Sports and Outdoors,11072
16,11435.000560536815,Platinum,2023-12-19,0.0,Health & Personal Care,10573
41,2892.426558084457,Silver,2023-01-05,1.0,Office Products,17060
40,597.2524421757945,Bronze,2023-03-28,1.0,Office Products,18713
68,4883.5667779334935,Silver,2023-12-17,0.0,Furniture,11482
53,338.8135102107764,Bronze,2023-11-17,0.0,Home and Kitchen,19262
85,3298.7423182911134,Silver,2023-03-30,1.0,Electronics,11276
100,6149.911911949746,Gold,2023-11-07,0.0,Sports and Outdoors,11733
68,12555.601664562064,Platinum,2023-11-05,0.0,Beauty,10135
103,8193.030235008504,Gold,,1.0,Beauty,12265
46,3905.5100517714613,Silver,2023-05-19,1.0,Office Products,16912
29,11528.934172763235,Platinum,2023-12-30,0.0,Clothing,16112
84,4185.776320899904,Silver,2023-08-06,1.0,Pet Supplies,17481
94,922.9256996354468,Bronze,2023-08-03,1.0,Pet Supplies,11194
15,2527.5072516544874,Silver,2023-10-24,0.0,Health & Personal Care,16754
35,10315.895207709678,Platinum,2023-11-19,0.0,Office Products,18804
77,7054.351901213414,Gold,2023-12-15,0.0,Beauty,18508
39,2811.198315621544,Silver,2023-06-25,1.0,Grocery,11043
21,4316.401584530191,Silver,2023-05-02,1.0,Beauty,19271
103,1962.894536689912,Silver,2023-03-12,1.0,Health & Personal Care,17390
66,3379.1008725833963,Silver,2023-05-01,1.0,Health & Personal Care,17012
50,5678.6754753071855,Gold,2023-12-29,0.0,Clothing,15965
30,537.482480008206,Bronze,2023-07-22,1.0,Home and Kitchen,10815
52,1668.3314163057496,Silver,2023-05-17,1.0,Grocery,17818
74,1563.2678913254526,Silver,2023-03-29,1.0,Clothing,12787
43,9907.468062109989,Gold,2023-11-02,0.0,Home and Kitchen,11630
45,5167.891036331041,Gold,2023-08-30,1.0,Beauty,10160
84,6948.609283645444,Gold,2023-12-26,,Office Products,13920
30,5258.1195210350015,Gold,2023-11-05,0.0,Clothing,15648
10,2429.7333671472293,Silver,,1.0,Health & Personal Care,13315
53,4266.2397779755975,Silver,,0.0,Clothing,14311
94,1719.471277833055,Silver,2023-03-16,1.0,Grocery,12979
42,7103.222699914225,Gold,2023-11-22,0.0,Furniture,13913
55,11447.4745711043,Platinum,2023-11-11,0.0,Electronics,17659
58,2326.1125928864467,Silver,2023-03-27,1.0,Sports and Outdoors,17493
5,1279.4560234815335,Silver,,0.0,Clothing,19244
73,8038.041225721198,Gold,2023-11-05,0.0,Electronics,10648
99,3129.3483226118938,Silver,2023-03-08,1.0,Electronics,13707
2,7519.191731578412,Gold,2023-12-09,0.0,Beauty,11210
83,5105.609329987392,Gold,2023-12-25,0.0,Electronics,17868
61,10082.32103128703,Platinum,2023-11-09,0.0,Electronics,17881
82,2793.6505361743893,Silver,2023-08-19,1.0,Home and Kitchen,13559
6,5189.9909126005505,Gold,,0.0,Sports and Outdoors,18123
66,10293.7032232703,Platinum,2023-12-09,0.0,Clothing,19416
65,6818.430584219049,Gold,2023-11-14,0.0,Clothing,10906
104,168.18564976520554,Bronze,2023-11-30,0.0,Home and Kitchen,15604
10,2189.8751659176437,Silver,2023-06-06,1.0,Electronics,19773
49,9939.562929129646,Gold,,0.0,Health & Personal Care,10559
96,5818.4720490274185,Gold,2023-12-02,0.0,Furniture,13774
104,4038.9577892963075,Silver,2023-02-18,1.0,Office Products,12213
42,80.83297566949838,Bronze,2023-01-16,1.0,Beauty,14728
19,10605.350918267282,Platinum,2023-12-13,0.0,Electronics,16738
53,10460.675104715308,Platinum,2023-12-07,0.0,Clothing,13693
56,5804.05112580394,Gold,2023-11-07,0.0,Pet Supplies,13679
11,6956.981769197919,Gold,,1.0,Furniture,17573
39,12896.63559592271,Platinum,2023-12-25,0.0,Office Products,15677
69,8255.158201089325,Gold,2023-04-11,1.0,Beauty,19381
2,10859.33772592404,Platinum,2023-11-21,0.0,Clothing,15652
78,12466.785385207459,Platinum,2023-12-24,0.0,Pet Supplies,15358
97,8570.267443368499,Gold,2023-12-05,0.0,Sports and Outdoors,19196
46,7846.67063309871,Gold,2023-11-24,0.0,Beauty,12815
34,11213.11956831106,Platinum,2023-11-21,0.0,Health & Personal Care,10456
14,10023.687543439826,Platinum,2023-12-20,0.0,Clothing,11268
39,1112.9421474702056,Silver,2023-11-13,0.0,Office Products,11160
22,8091.999817833737,Gold,2023-11-14,0.0,Pet Supplies,16214
11,13096.119433761698,Platinum,2023-11-20,0.0,Home and Kitchen,14146
7,2647.2412989881423,Silver,2023-09-08,1.0,Home and Kitchen,19010
31,10847.943293679551,Platinum,2023-11-28,0.0,Electronics,19276
80,11924.398961670498,Platinum,2023-11-02,0.0,Sports and Outdoors,15913
4,8227.526357681432,Gold,2023-04-03,1.0,Clothing,12809
83,7264.785409777914,Gold,2023-12-08,0.0,Beauty,16224
36,8423.183933962187,Gold,2023-11-22,0.0,Health & Personal Care,14900
57,7269.583641199081,Gold,2023-06-07,1.0,Office Products,12437
39,7385.210181064985,Gold,2023-12-10,0.0,Grocery,18513
54,9395.918916392302,Gold,2023-11-13,0.0,Health & Personal Care,13232
32,10449.70794063971,Platinum,2023-12-05,0.0,Clothing,15123
45,5320.133212202092,Gold,2023-07-28,1.0,Clothing,12960
4,8239.678818953887,Gold,2023-11-28,0.0,Electronics,10555
45,12253.210987465589,Platinum,2023-12-06,0.0,Clothing,16343
83,9503.13071176114,Gold,2023-11-12,0.0,Furniture,16228
50,1666.5750002818254,Silver,2023-07-13,1.0,Home and Kitchen,14027
75,8220.923076225785,Gold,2023-11-05,0.0,Clothing,11959
35,4557.962605714539,Silver,2023-01-26,1.0,Furniture,15615
26,9541.694008400718,Gold,2023-12-30,0.0,Office Products,12184
77,8326.59216271005,Gold,2023-11-19,0.0,Furniture,14809
60,9437.88349065577,Gold,2023-12-15,0.0,Grocery,16373
6,5125.721948072698,Gold,2023-11-05,0.0,Beauty,11717
74,12569.955267815221,Platinum,2023-12-24,0.0,Home and Kitchen,10005
20,5896.18819911374,Gold,2023-11-14,0.0,Home and Kitchen,16475
96,11086.494245265318,Platinum,2023-11-25,0.0,Electronics,14357
91,12294.070148401643,Platinum,2023-12-16,0.0,Health & Personal Care,16712
33,10932.655884322307,Platinum,2023-06-15,1.0,Home and Kitchen,18498
28,2635.7987377558034,Silver,2023-12-08,0.0,Grocery,13497
18,5782.882442415066,Gold,2023-07-10,,Sports and Outdoors,16726
84,3013.7858750339246,Silver,2023-08-31,1.0,Sports and Outdoors,18208
76,13191.415882310212,Platinum,2023-11-08,0.0,Health & Personal Care,15369
52,13171.452907364392,Platinum,2023-12-13,0.0,Beauty,18722
67,6107.166028895966,Gold,2023-05-24,1.0,Sports and Outdoors,18704
